i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	Filter
1389	1008	1023	1008	1008	1000	513	1424	1039	0
1008	1023	1008	1008	1000	513	1424	1039	977	0
1023	1008	1008	1000	513	1424	1039	977	988	1
1008	1008	1000	513	1424	1039	977	988	1004	0
1008	1000	513	1424	1039	977	988	1004	973	0
1000	513	1424	1039	977	988	1004	973	510	0
513	1424	1039	977	988	1004	973	510	1396	0
1424	1039	977	988	1004	973	510	1396	1028	0
1039	977	988	1004	973	510	1396	1028	969	0
977	988	1004	973	510	1396	1028	969	984	1
988	1004	973	510	1396	1028	969	984	1004	0
1004	973	510	1396	1028	969	984	1004	942	0
973	510	1396	1028	969	984	1004	942	887	0
510	1396	1028	969	984	1004	942	887	879	0
1396	1028	969	984	1004	942	887	879	545	0
1028	969	984	1004	942	887	879	545	1264	0
969	984	1004	942	887	879	545	1264	930	0
984	1004	942	887	879	545	1264	930	522	0
1004	942	887	879	545	1264	930	522	1424	1
942	887	879	545	1264	930	522	1424	1066	0
887	879	545	1264	930	522	1424	1066	1058	0
879	545	1264	930	522	1424	1066	1058	1059	1
545	1264	930	522	1424	1066	1058	1059	1089	0
1264	930	522	1424	1066	1058	1059	1089	1047	0
930	522	1424	1066	1058	1059	1089	1047	1000	0
522	1424	1066	1058	1059	1089	1047	1000	965	0
1424	1066	1058	1059	1089	1047	1000	965	1012	0
1066	1058	1059	1089	1047	1000	965	1012	1050	0
1058	1059	1089	1047	1000	965	1012	1050	1016	0
1059	1089	1047	1000	965	1012	1050	1016	949	0
1089	1047	1000	965	1012	1050	1016	949	988	0
1047	1000	965	1012	1050	1016	949	988	549	0
1000	965	1012	1050	1016	949	988	549	1374	0
965	1012	1050	1016	949	988	549	1374	949	0
1012	1050	1016	949	988	549	1374	949	510	0
1050	1016	949	988	549	1374	949	510	1334	1
1016	949	988	549	1374	949	510	1334	997	0
949	988	549	1374	949	510	1334	997	509	0
988	549	1374	949	510	1334	997	509	1417	1
549	1374	949	510	1334	997	509	1417	1031	0
1374	949	510	1334	997	509	1417	1031	1043	0
949	510	1334	997	509	1417	1031	1043	1035	1
510	1334	997	509	1417	1031	1043	1035	1027	0
1334	997	509	1417	1031	1043	1035	1027	1082	0
997	509	1417	1031	1043	1035	1027	1082	1077	0
509	1417	1031	1043	1035	1027	1082	1077	1020	0
1417	1031	1043	1035	1027	1082	1077	1020	945	0
1031	1043	1035	1027	1082	1077	1020	945	946	0
1043	1035	1027	1082	1077	1020	945	946	545	0
1035	1027	1082	1077	1020	945	946	545	1326	0
1027	1082	1077	1020	945	946	545	1326	934	0
1082	1077	1020	945	946	545	1326	934	526	0
1077	1020	945	946	545	1326	934	526	1315	1
1020	945	946	545	1326	934	526	1315	945	0
945	946	545	1326	934	526	1315	945	518	0
946	545	1326	934	526	1315	945	518	1350	1
545	1326	934	526	1315	945	518	1350	973	0
1326	934	526	1315	945	518	1350	973	509	0
934	526	1315	945	518	1350	973	509	1401	1
526	1315	945	518	1350	973	509	1401	985	0
1315	945	518	1350	973	509	1401	985	1004	0
945	518	1350	973	509	1401	985	1004	1015	1
518	1350	973	509	1401	985	1004	1015	1023	0
1350	973	509	1401	985	1004	1015	1023	1032	0
973	509	1401	985	1004	1015	1023	1032	1046	0
509	1401	985	1004	1015	1023	1032	1046	1047	0
1401	985	1004	1015	1023	1032	1046	1047	1023	0
985	1004	1015	1023	1032	1046	1047	1023	514	0
1004	1015	1023	1032	1046	1047	1023	514	1447	0
1015	1023	1032	1046	1047	1023	514	1447	1059	0
1023	1032	1046	1047	1023	514	1447	1059	1008	0
1032	1046	1047	1023	514	1447	1059	1008	1058	1
1046	1047	1023	514	1447	1059	1008	1058	1074	0
1047	1023	514	1447	1059	1008	1058	1074	1070	0
1023	514	1447	1059	1008	1058	1074	1070	1039	0
514	1447	1059	1008	1058	1074	1070	1039	1015	0
1447	1059	1008	1058	1074	1070	1039	1015	1012	0
1059	1008	1058	1074	1070	1039	1015	1012	977	0
1008	1058	1074	1070	1039	1015	1012	977	509	0
1058	1074	1070	1039	1015	1012	977	509	1378	0
1074	1070	1039	1015	1012	977	509	1378	1019	0
1070	1039	1015	1012	977	509	1378	1019	977	0
1039	1015	1012	977	509	1378	1019	977	942	1
1015	1012	977	509	1378	1019	977	942	988	0
1012	977	509	1378	1019	977	942	988	506	0
977	509	1378	1019	977	942	988	506	1389	0
509	1378	1019	977	942	988	506	1389	988	0
1378	1019	977	942	988	506	1389	988	502	0
1019	977	942	988	506	1389	988	502	1389	1
977	942	988	506	1389	988	502	1389	1016	0
942	988	506	1389	988	502	1389	1016	992	0
988	506	1389	988	502	1389	1016	992	984	1
506	1389	988	502	1389	1016	992	984	1039	0
1389	988	502	1389	1016	992	984	1039	1016	0
988	502	1389	1016	992	984	1039	1016	988	0
502	1389	1016	992	984	1039	1016	988	996	0
1389	1016	992	984	1039	1016	988	996	1012	0
1016	992	984	1039	1016	988	996	1012	1023	0
992	984	1039	1016	988	996	1012	1023	1016	0
984	1039	1016	988	996	1012	1023	1016	1016	0
1039	1016	988	996	1012	1023	1016	1016	1035	0
1016	988	996	1012	1023	1016	1016	1035	1035	0
988	996	1012	1023	1016	1016	1035	1035	1019	0
996	1012	1023	1016	1016	1035	1035	1019	521	0
1012	1023	1016	1016	1035	1035	1019	521	1428	0
1023	1016	1016	1035	1035	1019	521	1428	1055	0
1016	1016	1035	1035	1019	521	1428	1055	1004	0
1016	1035	1035	1019	521	1428	1055	1004	992	1
1035	1035	1019	521	1428	1055	1004	992	1008	0
1035	1019	521	1428	1055	1004	992	1008	996	0
1019	521	1428	1055	1004	992	1008	996	977	0
521	1428	1055	1004	992	1008	996	977	984	0
1428	1055	1004	992	1008	996	977	984	984	0
1055	1004	992	1008	996	977	984	984	989	0
1004	992	1008	996	977	984	984	989	984	0
992	1008	996	977	984	984	989	984	502	0
1008	996	977	984	984	989	984	502	1389	0
996	977	984	984	989	984	502	1389	1020	0
977	984	984	989	984	502	1389	1020	969	0
984	984	989	984	502	1389	1020	969	1003	1
984	989	984	502	1389	1020	969	1003	985	0
989	984	502	1389	1020	969	1003	985	969	0
984	502	1389	1020	969	1003	985	969	973	0
502	1389	1020	969	1003	985	969	973	988	0
1389	1020	969	1003	985	969	973	988	506	0
1020	969	1003	985	969	973	988	506	1404	0
969	1003	985	969	973	988	506	1404	1028	0
1003	985	969	973	988	506	1404	1028	1035	0
985	969	973	988	506	1404	1028	1035	1027	1
969	973	988	506	1404	1028	1035	1027	1012	0
973	988	506	1404	1028	1035	1027	1012	1042	0
988	506	1404	1028	1035	1027	1012	1042	514	0
506	1404	1028	1035	1027	1012	1042	514	1428	0
1404	1028	1035	1027	1012	1042	514	1428	1012	0
1028	1035	1027	1012	1042	514	1428	1012	1042	0
1035	1027	1012	1042	514	1428	1012	1042	1055	1
1027	1012	1042	514	1428	1012	1042	1055	1035	0
1012	1042	514	1428	1012	1042	1055	1035	1027	0
1042	514	1428	1012	1042	1055	1035	1027	510	0
514	1428	1012	1042	1055	1035	1027	510	1451	0
1428	1012	1042	1055	1035	1027	510	1451	1063	0
1012	1042	1055	1035	1027	510	1451	1063	1011	0
1042	1055	1035	1027	510	1451	1063	1011	992	1
1055	1035	1027	510	1451	1063	1011	992	1039	0
1035	1027	510	1451	1063	1011	992	1039	996	0
1027	510	1451	1063	1011	992	1039	996	973	0
510	1451	1063	1011	992	1039	996	973	950	0
1451	1063	1011	992	1039	996	973	950	509	0
1063	1011	992	1039	996	973	950	509	1374	0
1011	992	1039	996	973	950	509	1374	992	0
992	1039	996	973	950	509	1374	992	506	0
1039	996	973	950	509	1374	992	506	1393	1
996	973	950	509	1374	992	506	1393	1019	0
973	950	509	1374	992	506	1393	1019	965	0
950	509	1374	992	506	1393	1019	965	981	1
509	1374	992	506	1393	1019	965	981	1012	0
1374	992	506	1393	1019	965	981	1012	1042	0
992	506	1393	1019	965	981	1012	1042	989	0
506	1393	1019	965	981	1012	1042	989	1000	0
1393	1019	965	981	1012	1042	989	1000	1008	0
1019	965	981	1012	1042	989	1000	1008	544	0
965	981	1012	1042	989	1000	1008	544	1428	0
981	1012	1042	989	1000	1008	544	1428	1008	0
1012	1042	989	1000	1008	544	1428	1008	996	0
1042	989	1000	1008	544	1428	1008	996	992	1
989	1000	1008	544	1428	1008	996	992	989	0
1000	1008	544	1428	1008	996	992	989	988	0
1008	544	1428	1008	996	992	989	988	996	0
544	1428	1008	996	992	989	988	996	996	0
1428	1008	996	992	989	988	996	996	502	0
1008	996	992	989	988	996	996	502	1448	0
996	992	989	988	996	996	502	1448	1031	0
992	989	988	996	996	502	1448	1031	1000	0
989	988	996	996	502	1448	1031	1000	988	1
988	996	996	502	1448	1031	1000	988	1012	0
996	996	502	1448	1031	1000	988	1012	1015	0
996	502	1448	1031	1000	988	1012	1015	1012	0
502	1448	1031	1000	988	1012	1015	1012	1000	0
1448	1031	1000	988	1012	1015	1012	1000	1012	0
1031	1000	988	1012	1015	1012	1000	1012	1011	0
1000	988	1012	1015	1012	1000	1012	1011	993	0
988	1012	1015	1012	1000	1012	1011	993	972	0
1012	1015	1012	1000	1012	1011	993	972	530	0
1015	1012	1000	1012	1011	993	972	530	1400	0
1012	1000	1012	1011	993	972	530	1400	1004	0
1000	1012	1011	993	972	530	1400	1004	502	0
1012	1011	993	972	530	1400	1004	502	1374	1
1011	993	972	530	1400	1004	502	1374	1000	0
993	972	530	1400	1004	502	1374	1000	506	0
972	530	1400	1004	502	1374	1000	506	1377	1
530	1400	1004	502	1374	1000	506	1377	965	0
1400	1004	502	1374	1000	506	1377	965	514	0
1004	502	1374	1000	506	1377	965	514	1389	1
502	1374	1000	506	1377	965	514	1389	992	0
1374	1000	506	1377	965	514	1389	992	506	0
1000	506	1377	965	514	1389	992	506	1412	1
506	1377	965	514	1389	992	506	1412	1031	0
1377	965	514	1389	992	506	1412	1031	996	0
965	514	1389	992	506	1412	1031	996	997	1
514	1389	992	506	1412	1031	996	997	1003	0
1389	992	506	1412	1031	996	997	1003	1032	0
992	506	1412	1031	996	997	1003	1032	1031	0
506	1412	1031	996	997	1003	1032	1031	1089	0
1412	1031	996	997	1003	1032	1031	1089	1086	0
1031	996	997	1003	1032	1031	1089	1086	1066	0
996	997	1003	1032	1031	1089	1086	1066	1031	0
997	1003	1032	1031	1089	1086	1066	1031	1031	0
1003	1032	1031	1089	1086	1066	1031	1031	1059	0
1032	1031	1089	1086	1066	1031	1031	1059	505	0
1031	1089	1086	1066	1031	1031	1059	505	1386	0
1089	1086	1066	1031	1031	1059	505	1386	980	0
1086	1066	1031	1031	1059	505	1386	980	506	0
1066	1031	1031	1059	505	1386	980	506	1350	1
1031	1031	1059	505	1386	980	506	1350	934	0
1031	1059	505	1386	980	506	1350	934	518	0
1059	505	1386	980	506	1350	934	518	1280	1
505	1386	980	506	1350	934	518	1280	887	0
1386	980	506	1350	934	518	1280	887	552	0
980	506	1350	934	518	1280	887	552	1183	1
506	1350	934	518	1280	887	552	1183	880	0
1350	934	518	1280	887	552	1183	880	552	0
934	518	1280	887	552	1183	880	552	1218	1
518	1280	887	552	1183	880	552	1218	883	0
1280	887	552	1183	880	552	1218	883	576	0
887	552	1183	880	552	1218	883	576	1210	1
552	1183	880	552	1218	883	576	1210	864	0
1183	880	552	1218	883	576	1210	864	564	0
880	552	1218	883	576	1210	864	564	1316	1
552	1218	883	576	1210	864	564	1316	933	0
1218	883	576	1210	864	564	1316	933	545	0
883	576	1210	864	564	1316	933	545	1370	1
576	1210	864	564	1316	933	545	1370	1011	0
1210	864	564	1316	933	545	1370	1011	518	0
864	564	1316	933	545	1370	1011	518	1397	1
564	1316	933	545	1370	1011	518	1397	1043	0
1316	933	545	1370	1011	518	1397	1043	1023	0
933	545	1370	1011	518	1397	1043	1023	992	1
545	1370	1011	518	1397	1043	1023	992	1020	0
1370	1011	518	1397	1043	1023	992	1020	1046	0
1011	518	1397	1043	1023	992	1020	1046	1067	0
518	1397	1043	1023	992	1020	1046	1067	1046	0
1397	1043	1023	992	1020	1046	1067	1046	992	0
1043	1023	992	1020	1046	1067	1046	992	530	0
1023	992	1020	1046	1067	1046	992	530	1393	0
992	1020	1046	1067	1046	992	530	1393	1015	0
1020	1046	1067	1046	992	530	1393	1015	981	0
1046	1067	1046	992	530	1393	1015	981	1035	1
1067	1046	992	530	1393	1015	981	1035	1039	0
1046	992	530	1393	1015	981	1035	1039	1027	0
992	530	1393	1015	981	1035	1039	1027	969	0
530	1393	1015	981	1035	1039	1027	969	1031	0
1393	1015	981	1035	1039	1027	969	1031	1035	0
1015	981	1035	1039	1027	969	1031	1035	1039	0
981	1035	1039	1027	969	1031	1035	1039	1019	0
1035	1039	1027	969	1031	1035	1039	1019	1004	0
1039	1027	969	1031	1035	1039	1019	1004	537	0
1027	969	1031	1035	1039	1019	1004	537	1381	0
969	1031	1035	1039	1019	1004	537	1381	989	0
1031	1035	1039	1019	1004	537	1381	989	506	0
1035	1039	1019	1004	537	1381	989	506	1361	1
1039	1019	1004	537	1381	989	506	1361	946	0
1019	1004	537	1381	989	506	1361	946	514	0
1004	537	1381	989	506	1361	946	514	1350	1
537	1381	989	506	1361	946	514	1350	980	0
1381	989	506	1361	946	514	1350	980	510	0
989	506	1361	946	514	1350	980	510	1378	1
506	1361	946	514	1350	980	510	1378	949	0
1361	946	514	1350	980	510	1378	949	517	0
946	514	1350	980	510	1378	949	517	1343	1
514	1350	980	510	1378	949	517	1343	930	0
1350	980	510	1378	949	517	1343	930	521	0
980	510	1378	949	517	1343	930	521	1393	1
510	1378	949	517	1343	930	521	1393	969	0
1378	949	517	1343	930	521	1393	969	510	0
949	517	1343	930	521	1393	969	510	1319	1
517	1343	930	521	1393	969	510	1319	930	0
1343	930	521	1393	969	510	1319	930	525	0
930	521	1393	969	510	1319	930	525	1288	1
521	1393	969	510	1319	930	525	1288	887	0
1393	969	510	1319	930	525	1288	887	541	0
969	510	1319	930	525	1288	887	541	1261	1
510	1319	930	525	1288	887	541	1261	883	0
1319	930	525	1288	887	541	1261	883	533	0
930	525	1288	887	541	1261	883	533	1245	1
525	1288	887	541	1261	883	533	1245	899	0
1288	887	541	1261	883	533	1245	899	557	0
887	541	1261	883	533	1245	899	557	1260	1
541	1261	883	533	1245	899	557	1260	915	0
1261	883	533	1245	899	557	1260	915	525	0
883	533	1245	899	557	1260	915	525	1358	1
533	1245	899	557	1260	915	525	1358	961	0
1245	899	557	1260	915	525	1358	961	521	0
899	557	1260	915	525	1358	961	521	1327	1
557	1260	915	525	1358	961	521	1327	915	0
1260	915	525	1358	961	521	1327	915	529	0
915	525	1358	961	521	1327	915	529	1327	1
525	1358	961	521	1327	915	529	1327	926	0
1358	961	521	1327	915	529	1327	926	525	0
961	521	1327	915	529	1327	926	525	1307	1
521	1327	915	529	1327	926	525	1307	930	0
1327	915	529	1327	926	525	1307	930	530	0
915	529	1327	926	525	1307	930	530	1373	1
529	1327	926	525	1307	930	530	1373	957	0
1327	926	525	1307	930	530	1373	957	514	0
926	525	1307	930	530	1373	957	514	1358	1
525	1307	930	530	1373	957	514	1358	969	0
1307	930	530	1373	957	514	1358	969	513	0
930	530	1373	957	514	1358	969	513	1374	1
530	1373	957	514	1358	969	513	1374	977	0
1373	957	514	1358	969	513	1374	977	505	0
957	514	1358	969	513	1374	977	505	1358	1
514	1358	969	513	1374	977	505	1358	1004	0
1358	969	513	1374	977	505	1358	1004	506	0
969	513	1374	977	505	1358	1004	506	1385	1
513	1374	977	505	1358	1004	506	1385	958	0
1374	977	505	1358	1004	506	1385	958	505	0
977	505	1358	1004	506	1385	958	505	1389	1
505	1358	1004	506	1385	958	505	1389	962	0
1358	1004	506	1385	958	505	1389	962	513	0
1004	506	1385	958	505	1389	962	513	1385	1
506	1385	958	505	1389	962	513	1385	1016	0
1385	958	505	1389	962	513	1385	1016	977	0
958	505	1389	962	513	1385	1016	977	1035	1
505	1389	962	513	1385	1016	977	1035	1050	0
1389	962	513	1385	1016	977	1035	1050	1090	0
962	513	1385	1016	977	1035	1050	1090	1011	0
513	1385	1016	977	1035	1050	1090	1011	973	0
1385	1016	977	1035	1050	1090	1011	973	981	0
1016	977	1035	1050	1090	1011	973	981	1004	0
977	1035	1050	1090	1011	973	981	1004	505	0
1035	1050	1090	1011	973	981	1004	505	1413	0
1050	1090	1011	973	981	1004	505	1413	1035	0
1090	1011	973	981	1004	505	1413	1035	1023	0
1011	973	981	1004	505	1413	1035	1023	996	1
973	981	1004	505	1413	1035	1023	996	958	0
981	1004	505	1413	1035	1023	996	958	988	0
1004	505	1413	1035	1023	996	958	988	525	0
505	1413	1035	1023	996	958	988	525	1401	0
1413	1035	1023	996	958	988	525	1401	977	0
1035	1023	996	958	988	525	1401	977	1000	0
1023	996	958	988	525	1401	977	1000	965	1
996	958	988	525	1401	977	1000	965	1011	0
958	988	525	1401	977	1000	965	1011	915	0
988	525	1401	977	1000	965	1011	915	1000	0
525	1401	977	1000	965	1011	915	1000	1027	0
1401	977	1000	965	1011	915	1000	1027	1031	0
977	1000	965	1011	915	1000	1027	1031	996	0
1000	965	1011	915	1000	1027	1031	996	1023	0
965	1011	915	1000	1027	1031	996	1023	1024	0
1011	915	1000	1027	1031	996	1023	1024	1011	0
915	1000	1027	1031	996	1023	1024	1011	969	0
1000	1027	1031	996	1023	1024	1011	969	993	0
1027	1031	996	1023	1024	1011	969	993	525	0
1031	996	1023	1024	1011	969	993	525	1420	0
996	1023	1024	1011	969	993	525	1420	992	0
1023	1024	1011	969	993	525	1420	992	989	0
1024	1011	969	993	525	1420	992	989	1019	1
1011	969	993	525	1420	992	989	1019	1008	0
969	993	525	1420	992	989	1019	1008	988	0
993	525	1420	992	989	1019	1008	988	1055	0
525	1420	992	989	1019	1008	988	1055	1085	0
1420	992	989	1019	1008	988	1055	1085	1066	0
992	989	1019	1008	988	1055	1085	1066	1055	0
989	1019	1008	988	1055	1085	1066	1055	1085	0
1019	1008	988	1055	1085	1066	1055	1085	1067	0
1008	988	1055	1085	1066	1055	1085	1067	1042	0
988	1055	1085	1066	1055	1085	1067	1042	510	0
1055	1085	1066	1055	1085	1067	1042	510	1467	0
1085	1066	1055	1085	1067	1042	510	1467	1082	0
1066	1055	1085	1067	1042	510	1467	1082	1058	0
1055	1085	1067	1042	510	1467	1082	1058	1066	1
1085	1067	1042	510	1467	1082	1058	1066	1051	0
1067	1042	510	1467	1082	1058	1066	1051	1066	0
1042	510	1467	1082	1058	1066	1051	1066	502	0
510	1467	1082	1058	1066	1051	1066	502	1393	0
1467	1082	1058	1066	1051	1066	502	1393	981	0
1082	1058	1066	1051	1066	502	1393	981	949	0
1058	1066	1051	1066	502	1393	981	949	945	1
1066	1051	1066	502	1393	981	949	945	965	0
1051	1066	502	1393	981	949	945	965	946	0
1066	502	1393	981	949	945	965	946	988	0
502	1393	981	949	945	965	946	988	1035	0
1393	981	949	945	965	946	988	1035	1059	0
981	949	945	965	946	988	1035	1059	1035	0
949	945	965	946	988	1035	1059	1035	1062	0
945	965	946	988	1035	1059	1035	1062	1082	0
965	946	988	1035	1059	1035	1062	1082	1066	0
946	988	1035	1059	1035	1062	1082	1066	1058	0
988	1035	1059	1035	1062	1082	1066	1058	1059	0
1035	1059	1035	1062	1082	1066	1058	1059	1077	0
1059	1035	1062	1082	1066	1058	1059	1077	1105	0
1035	1062	1082	1066	1058	1059	1077	1105	1059	0
1062	1082	1066	1058	1059	1077	1105	1059	665	0
1082	1066	1058	1059	1077	1105	1059	665	1409	0
1066	1058	1059	1077	1105	1059	665	1409	1039	0
1058	1059	1077	1105	1059	665	1409	1039	1066	0
1059	1077	1105	1059	665	1409	1039	1066	1066	1
1077	1105	1059	665	1409	1039	1066	1066	1000	0
1105	1059	665	1409	1039	1066	1066	1000	922	0
1059	665	1409	1039	1066	1066	1000	922	595	0
665	1409	1039	1066	1066	1000	922	595	1249	0
1409	1039	1066	1066	1000	922	595	1249	907	0
1039	1066	1066	1000	922	595	1249	907	553	0
1066	1066	1000	922	595	1249	907	553	1256	1
1066	1000	922	595	1249	907	553	1256	954	0
1000	922	595	1249	907	553	1256	954	521	0
922	595	1249	907	553	1256	954	521	1276	1
595	1249	907	553	1256	954	521	1276	884	0
1249	907	553	1256	954	521	1276	884	560	0
907	553	1256	954	521	1276	884	560	1226	1
553	1256	954	521	1276	884	560	1226	879	0
1256	954	521	1276	884	560	1226	879	560	0
954	521	1276	884	560	1226	879	560	1214	1
521	1276	884	560	1226	879	560	1214	930	0
1276	884	560	1226	879	560	1214	930	572	0
884	560	1226	879	560	1214	930	572	1358	1
560	1226	879	560	1214	930	572	1358	1008	0
1226	879	560	1214	930	572	1358	1008	518	0
879	560	1214	930	572	1358	1008	518	1396	1
560	1214	930	572	1358	1008	518	1396	989	0
1214	930	572	1358	1008	518	1396	989	513	0
930	572	1358	1008	518	1396	989	513	1370	1
572	1358	1008	518	1396	989	513	1370	992	0
1358	1008	518	1396	989	513	1370	992	514	0
1008	518	1396	989	513	1370	992	514	1300	1
518	1396	989	513	1370	992	514	1300	863	0
1396	989	513	1370	992	514	1300	863	565	0
989	513	1370	992	514	1300	863	565	1190	1
513	1370	992	514	1300	863	565	1190	903	0
1370	992	514	1300	863	565	1190	903	549	0
992	514	1300	863	565	1190	903	549	1299	1
514	1300	863	565	1190	903	549	1299	977	0
1300	863	565	1190	903	549	1299	977	529	0
863	565	1190	903	549	1299	977	529	1377	1
565	1190	903	549	1299	977	529	1377	1024	0
1190	903	549	1299	977	529	1377	1024	510	0
903	549	1299	977	529	1377	1024	510	1377	1
549	1299	977	529	1377	1024	510	1377	984	0
1299	977	529	1377	1024	510	1377	984	510	0
977	529	1377	1024	510	1377	984	510	1393	1
529	1377	1024	510	1377	984	510	1393	969	0
1377	1024	510	1377	984	510	1393	969	510	0
1024	510	1377	984	510	1393	969	510	1358	1
510	1377	984	510	1393	969	510	1358	937	0
1377	984	510	1393	969	510	1358	937	518	0
984	510	1393	969	510	1358	937	518	1303	1
510	1393	969	510	1358	937	518	1303	942	0
1393	969	510	1358	937	518	1303	942	529	0
969	510	1358	937	518	1303	942	529	1327	1
510	1358	937	518	1303	942	529	1327	930	0
1358	937	518	1303	942	529	1327	930	529	0
937	518	1303	942	529	1327	930	529	1335	1
518	1303	942	529	1327	930	529	1335	926	0
1303	942	529	1327	930	529	1335	926	525	0
942	529	1327	930	529	1335	926	525	1358	1
529	1327	930	529	1335	926	525	1358	965	0
1327	930	529	1335	926	525	1358	965	510	0
930	529	1335	926	525	1358	965	510	1350	1
529	1335	926	525	1358	965	510	1350	860	0
1335	926	525	1358	965	510	1350	860	537	0
926	525	1358	965	510	1350	860	537	1210	1
525	1358	965	510	1350	860	537	1210	895	0
1358	965	510	1350	860	537	1210	895	545	0
965	510	1350	860	537	1210	895	545	1280	1
510	1350	860	537	1210	895	545	1280	942	0
1350	860	537	1210	895	545	1280	942	537	0
860	537	1210	895	545	1280	942	537	1342	1
537	1210	895	545	1280	942	537	1342	965	0
1210	895	545	1280	942	537	1342	965	517	0
895	545	1280	942	537	1342	965	517	1409	1
545	1280	942	537	1342	965	517	1409	1000	0
1280	942	537	1342	965	517	1409	1000	506	0
942	537	1342	965	517	1409	1000	506	1405	1
537	1342	965	517	1409	1000	506	1405	1035	0
1342	965	517	1409	1000	506	1405	1035	1027	0
965	517	1409	1000	506	1405	1035	1027	1035	1
517	1409	1000	506	1405	1035	1027	1035	1054	0
1409	1000	506	1405	1035	1027	1035	1054	1070	0
1000	506	1405	1035	1027	1035	1054	1070	1039	0
506	1405	1035	1027	1035	1054	1070	1039	1024	0
1405	1035	1027	1035	1054	1070	1039	1024	972	0
1035	1027	1035	1054	1070	1039	1024	972	973	0
1027	1035	1054	1070	1039	1024	972	973	529	0
1035	1054	1070	1039	1024	972	973	529	1378	0
1054	1070	1039	1024	972	973	529	1378	957	0
1070	1039	1024	972	973	529	1378	957	510	0
1039	1024	972	973	529	1378	957	510	1369	1
1024	972	973	529	1378	957	510	1369	981	0
972	973	529	1378	957	510	1369	981	513	0
973	529	1378	957	510	1369	981	513	1374	1
529	1378	957	510	1369	981	513	1374	946	0
1378	957	510	1369	981	513	1374	946	517	0
957	510	1369	981	513	1374	946	517	1374	1
510	1369	981	513	1374	946	517	1374	953	0
1369	981	513	1374	946	517	1374	953	517	0
981	513	1374	946	517	1374	953	517	1374	1
513	1374	946	517	1374	953	517	1374	945	0
1374	946	517	1374	953	517	1374	945	514	0
946	517	1374	953	517	1374	945	514	1381	1
517	1374	953	517	1374	945	514	1381	961	0
1374	953	517	1374	945	514	1381	961	514	0
953	517	1374	945	514	1381	961	514	1362	1
517	1374	945	514	1381	961	514	1362	977	0
1374	945	514	1381	961	514	1362	977	513	0
945	514	1381	961	514	1362	977	513	1393	1
514	1381	961	514	1362	977	513	1393	985	0
1381	961	514	1362	977	513	1393	985	509	0
961	514	1362	977	513	1393	985	509	1347	1
514	1362	977	513	1393	985	509	1347	914	0
1362	977	513	1393	985	509	1347	914	529	0
977	513	1393	985	509	1347	914	529	1253	1
513	1393	985	509	1347	914	529	1253	883	0
1393	985	509	1347	914	529	1253	883	530	0
985	509	1347	914	529	1253	883	530	1237	1
509	1347	914	529	1253	883	530	1237	895	0
1347	914	529	1253	883	530	1237	895	556	0
914	529	1253	883	530	1237	895	556	1242	1
529	1253	883	530	1237	895	556	1242	887	0
1253	883	530	1237	895	556	1242	887	545	0
883	530	1237	895	556	1242	887	545	1287	1
530	1237	895	556	1242	887	545	1287	938	0
1237	895	556	1242	887	545	1287	938	541	0
895	556	1242	887	545	1287	938	541	1307	1
556	1242	887	545	1287	938	541	1307	946	0
1242	887	545	1287	938	541	1307	946	533	0
887	545	1287	938	541	1307	946	533	1358	1
545	1287	938	541	1307	946	533	1358	973	0
1287	938	541	1307	946	533	1358	973	517	0
938	541	1307	946	533	1358	973	517	1386	1
541	1307	946	533	1358	973	517	1386	972	0
1307	946	533	1358	973	517	1386	972	514	0
946	533	1358	973	517	1386	972	514	1373	1
533	1358	973	517	1386	972	514	1373	934	0
1358	973	517	1386	972	514	1373	934	526	0
973	517	1386	972	514	1373	934	526	1334	1
517	1386	972	514	1373	934	526	1334	973	0
1386	972	514	1373	934	526	1334	973	521	0
972	514	1373	934	526	1334	973	521	1331	1
514	1373	934	526	1334	973	521	1331	942	0
1373	934	526	1334	973	521	1331	942	529	0
934	526	1334	973	521	1331	942	529	1338	1
526	1334	973	521	1331	942	529	1338	919	0
1334	973	521	1331	942	529	1338	919	525	0
973	521	1331	942	529	1338	919	525	1269	1
521	1331	942	529	1338	919	525	1269	887	0
1331	942	529	1338	919	525	1269	887	525	0
942	529	1338	919	525	1269	887	525	1249	1
529	1338	919	525	1269	887	525	1249	907	0
1338	919	525	1269	887	525	1249	907	552	0
919	525	1269	887	525	1249	907	552	1265	1
525	1269	887	525	1249	907	552	1265	949	0
1269	887	525	1249	907	552	1265	949	518	0
887	525	1249	907	552	1265	949	518	1354	1
525	1249	907	552	1265	949	518	1354	922	0
1249	907	552	1265	949	518	1354	922	529	0
907	552	1265	949	518	1354	922	529	1288	1
552	1265	949	518	1354	922	529	1288	876	0
1265	949	518	1354	922	529	1288	876	529	0
949	518	1354	922	529	1288	876	529	1268	1
518	1354	922	529	1288	876	529	1268	903	0
1354	922	529	1288	876	529	1268	903	552	0
922	529	1288	876	529	1268	903	552	1269	1
529	1288	876	529	1268	903	552	1269	918	0
1288	876	529	1268	903	552	1269	918	522	0
876	529	1268	903	552	1269	918	522	1323	1
529	1268	903	552	1269	918	522	1323	937	0
1268	903	552	1269	918	522	1323	937	529	0
903	552	1269	918	522	1323	937	529	1331	1
552	1269	918	522	1323	937	529	1331	899	0
1269	918	522	1323	937	529	1331	899	537	0
