i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	Filter
498	1253	832	759	518	1008	824	798	794	1
1253	832	759	518	1008	824	798	794	708	0
832	759	518	1008	824	798	794	708	506	0
759	518	1008	824	798	794	708	506	825	0
518	1008	824	798	794	708	506	825	704	0
1008	824	798	794	708	506	825	704	841	0
824	798	794	708	506	825	704	841	789	1
798	794	708	506	825	704	841	789	790	0
794	708	506	825	704	841	789	790	779	0
708	506	825	704	841	789	790	779	688	0
506	825	704	841	789	790	779	688	494	0
825	704	841	789	790	779	688	494	1008	0
704	841	789	790	779	688	494	1008	794	0
841	789	790	779	688	494	1008	794	759	0
789	790	779	688	494	1008	794	759	758	1
790	779	688	494	1008	794	759	758	759	0
779	688	494	1008	794	759	758	759	685	0
688	494	1008	794	759	758	759	685	662	0
494	1008	794	759	758	759	685	662	700	0
1008	794	759	758	759	685	662	700	517	0
794	759	758	759	685	662	700	517	1129	0
759	758	759	685	662	700	517	1129	801	0
758	759	685	662	700	517	1129	801	732	0
759	685	662	700	517	1129	801	732	517	1
685	662	700	517	1129	801	732	517	845	0
662	700	517	1129	801	732	517	845	716	0
700	517	1129	801	732	517	845	716	840	0
517	1129	801	732	517	845	716	840	829	1
1129	801	732	517	845	716	840	829	805	0
801	732	517	845	716	840	829	805	693	0
732	517	845	716	840	829	805	693	673	0
517	845	716	840	829	805	693	673	701	0
845	716	840	829	805	693	673	701	751	0
716	840	829	805	693	673	701	751	863	0
840	829	805	693	673	701	751	863	841	0
829	805	693	673	701	751	863	841	724	0
805	693	673	701	751	863	841	724	684	0
693	673	701	751	863	841	724	684	728	0
673	701	751	863	841	724	684	728	821	0
701	751	863	841	724	684	728	821	514	0
751	863	841	724	684	728	821	514	1198	0
863	841	724	684	728	821	514	1198	728	0
841	724	684	728	821	514	1198	728	688	0
724	684	728	821	514	1198	728	688	779	1
684	728	821	514	1198	728	688	779	505	0
728	821	514	1198	728	688	779	505	1214	0
821	514	1198	728	688	779	505	1214	728	0
514	1198	728	688	779	505	1214	728	677	0
1198	728	688	779	505	1214	728	677	490	1
728	688	779	505	1214	728	677	490	1113	0
688	779	505	1214	728	677	490	1113	806	0
779	505	1214	728	677	490	1113	806	766	0
505	1214	728	677	490	1113	806	766	778	1
1214	728	677	490	1113	806	766	778	685	0
728	677	490	1113	806	766	778	685	514	0
677	490	1113	806	766	778	685	514	930	0
490	1113	806	766	778	685	514	930	766	0
1113	806	766	778	685	514	930	766	814	0
806	766	778	685	514	930	766	814	801	1
766	778	685	514	930	766	814	801	790	0
778	685	514	930	766	814	801	790	704	0
685	514	930	766	814	801	790	704	674	0
514	930	766	814	801	790	704	674	494	0
930	766	814	801	790	704	674	494	1159	0
766	814	801	790	704	674	494	1159	810	0
814	801	790	704	674	494	1159	810	778	0
801	790	704	674	494	1159	810	778	727	1
790	704	674	494	1159	810	778	727	666	0
704	674	494	1159	810	778	727	666	490	0
674	494	1159	810	778	727	666	490	1078	0
494	1159	810	778	727	666	490	1078	805	0
1159	810	778	727	666	490	1078	805	806	0
810	778	727	666	490	1078	805	806	801	1
778	727	666	490	1078	805	806	801	701	0
727	666	490	1078	805	806	801	701	646	0
666	490	1078	805	806	801	701	646	661	0
490	1078	805	806	801	701	646	661	735	0
1078	805	806	801	701	646	661	735	518	0
805	806	801	701	646	661	735	518	1226	0
806	801	701	646	661	735	518	1226	797	0
801	701	646	661	735	518	1226	797	693	0
701	646	661	735	518	1226	797	693	521	1
646	661	735	518	1226	797	693	521	1070	0
661	735	518	1226	797	693	521	1070	806	0
735	518	1226	797	693	521	1070	806	825	0
518	1226	797	693	521	1070	806	825	700	1
1226	797	693	521	1070	806	825	700	681	0
797	693	521	1070	806	825	700	681	693	0
693	521	1070	806	825	700	681	693	688	0
521	1070	806	825	700	681	693	688	697	0
1070	806	825	700	681	693	688	697	696	0
806	825	700	681	693	688	697	696	732	0
825	700	681	693	688	697	696	732	759	0
700	681	693	688	697	696	732	759	537	0
681	693	688	697	696	732	759	537	906	0
693	688	697	696	732	759	537	906	514	0
688	697	696	732	759	537	906	514	864	0
697	696	732	759	537	906	514	864	677	1
696	732	759	537	906	514	864	677	661	0
732	759	537	906	514	864	677	661	634	1
759	537	906	514	864	677	661	634	736	0
537	906	514	864	677	661	634	736	692	0
906	514	864	677	661	634	736	692	541	0
514	864	677	661	634	736	692	541	891	0
864	677	661	634	736	692	541	891	736	0
677	661	634	736	692	541	891	736	716	0
661	634	736	692	541	891	736	716	486	1
634	736	692	541	891	736	716	486	973	0
736	692	541	891	736	716	486	973	724	0
692	541	891	736	716	486	973	724	692	0
541	891	736	716	486	973	724	692	514	1
891	736	716	486	973	724	692	514	895	0
736	716	486	973	724	692	514	895	770	0
716	486	973	724	692	514	895	770	708	0
486	973	724	692	514	895	770	708	510	1
973	724	692	514	895	770	708	510	961	0
724	692	514	895	770	708	510	961	716	0
692	514	895	770	708	510	961	716	716	0
514	895	770	708	510	961	716	716	525	1
895	770	708	510	961	716	716	525	946	0
770	708	510	961	716	716	525	946	708	0
708	510	961	716	716	525	946	708	700	0
510	961	716	716	525	946	708	700	705	1
961	716	716	525	946	708	700	705	731	0
716	716	525	946	708	700	705	731	522	0
716	525	946	708	700	705	731	522	961	0
525	946	708	700	705	731	522	961	723	0
946	708	700	705	731	522	961	723	736	0
708	700	705	731	522	961	723	736	728	1
700	705	731	522	961	723	736	728	743	0
705	731	522	961	723	736	728	743	723	0
731	522	961	723	736	728	743	723	736	0
522	961	723	736	728	743	723	736	700	0
961	723	736	728	743	723	736	700	685	0
723	736	728	743	723	736	700	685	514	0
736	728	743	723	736	700	685	514	867	0
728	743	723	736	700	685	514	867	736	0
743	723	736	700	685	514	867	736	782	0
723	736	700	685	514	867	736	782	751	1
736	700	685	514	867	736	782	751	739	0
700	685	514	867	736	782	751	739	728	0
685	514	867	736	782	751	739	728	712	0
514	867	736	782	751	739	728	712	739	0
867	736	782	751	739	728	712	739	739	0
736	782	751	739	728	712	739	739	736	0
782	751	739	728	712	739	739	736	743	0
751	739	728	712	739	739	736	743	739	0
739	728	712	739	739	736	743	739	732	0
728	712	739	739	736	743	739	732	739	0
712	739	739	736	743	739	732	739	755	0
739	739	736	743	739	732	739	755	774	0
739	736	743	739	732	739	755	774	751	0
736	743	739	732	739	755	774	751	767	0
743	739	732	739	755	774	751	767	755	0
739	732	739	755	774	751	767	755	735	0
732	739	755	774	751	767	755	735	739	0
739	755	774	751	767	755	735	739	740	0
755	774	751	767	755	735	739	740	755	0
774	751	767	755	735	739	740	755	735	0
751	767	755	735	739	740	755	735	728	0
767	755	735	739	740	755	735	728	731	0
755	735	739	740	755	735	728	731	743	0
735	739	740	755	735	728	731	743	747	0
739	740	755	735	728	731	743	747	748	0
740	755	735	728	731	743	747	748	739	0
755	735	728	731	743	747	748	739	739	0
735	728	731	743	747	748	739	739	747	0
728	731	743	747	748	739	739	747	759	0
731	743	747	748	739	739	747	759	743	0
743	747	748	739	739	747	759	743	751	0
747	748	739	739	747	759	743	751	747	0
748	739	739	747	759	743	751	747	498	0
739	739	747	759	743	751	747	498	981	0
739	747	759	743	751	747	498	981	724	0
747	759	743	751	747	498	981	724	715	0
759	743	751	747	498	981	724	715	526	1
743	751	747	498	981	724	715	526	914	0
751	747	498	981	724	715	526	914	693	0
747	498	981	724	715	526	914	693	712	0
498	981	724	715	526	914	693	712	517	1
981	724	715	526	914	693	712	517	907	0
724	715	526	914	693	712	517	907	704	0
715	526	914	693	712	517	907	704	701	0
526	914	693	712	517	907	704	701	529	1
914	693	712	517	907	704	701	529	864	0
693	712	517	907	704	701	529	864	673	0
712	517	907	704	701	529	864	673	696	0
517	907	704	701	529	864	673	696	697	1
907	704	701	529	864	673	696	697	704	0
704	701	529	864	673	696	697	704	529	0
701	529	864	673	696	697	704	529	864	0
529	864	673	696	697	704	529	864	693	0
864	673	696	697	704	529	864	693	700	0
673	696	697	704	529	864	693	700	700	1
696	697	704	529	864	693	700	700	724	0
697	704	529	864	693	700	700	724	728	0
704	529	864	693	700	700	724	728	731	0
529	864	693	700	700	724	728	731	677	0
864	693	700	700	724	728	731	677	654	0
693	700	700	724	728	731	677	654	685	0
700	700	724	728	731	677	654	685	747	0
700	724	728	731	677	654	685	747	541	0
724	728	731	677	654	685	747	541	1152	0
728	731	677	654	685	747	541	1152	809	0
731	677	654	685	747	541	1152	809	696	0
677	654	685	747	541	1152	809	696	530	1
654	685	747	541	1152	809	696	530	751	0
685	747	541	1152	809	696	530	751	638	0
747	541	1152	809	696	530	751	638	634	0
541	1152	809	696	530	751	638	634	677	1
1152	809	696	530	751	638	634	677	517	0
809	696	530	751	638	634	677	517	1074	0
696	530	751	638	634	677	517	1074	771	0
530	751	638	634	677	517	1074	771	735	0
751	638	634	677	517	1074	771	735	720	1
638	634	677	517	1074	771	735	720	697	0
634	677	517	1074	771	735	720	697	517	0
677	517	1074	771	735	720	697	517	747	0
517	1074	771	735	720	697	517	747	654	0
1074	771	735	720	697	517	747	654	665	0
771	735	720	697	517	747	654	665	806	1
735	720	697	517	747	654	665	806	797	0
720	697	517	747	654	665	806	797	790	0
697	517	747	654	665	806	797	790	786	0
517	747	654	665	806	797	790	786	697	0
747	654	665	806	797	790	786	697	688	0
654	665	806	797	790	786	697	688	856	0
665	806	797	790	786	697	688	856	798	0
806	797	790	786	697	688	856	798	821	0
797	790	786	697	688	856	798	821	712	0
790	786	697	688	856	798	821	712	693	0
786	697	688	856	798	821	712	693	502	0
697	688	856	798	821	712	693	502	1237	0
688	856	798	821	712	693	502	1237	809	0
856	798	821	712	693	502	1237	809	724	0
798	821	712	693	502	1237	809	724	669	1
821	712	693	502	1237	809	724	669	678	0
712	693	502	1237	809	724	669	678	844	0
693	502	1237	809	724	669	678	844	801	0
502	1237	809	724	669	678	844	801	798	0
1237	809	724	669	678	844	801	798	732	0
809	724	669	678	844	801	798	732	681	0
724	669	678	844	801	798	732	681	677	0
669	678	844	801	798	732	681	677	793	0
678	844	801	798	732	681	677	793	779	0
844	801	798	732	681	677	793	779	789	0
801	798	732	681	677	793	779	789	786	0
798	732	681	677	793	779	789	786	716	0
732	681	677	793	779	789	786	716	654	0
681	677	793	779	789	786	716	654	658	0
677	793	779	789	786	716	654	658	673	0
793	779	789	786	716	654	658	673	790	0
779	789	786	716	654	658	673	790	782	0
789	786	716	654	658	673	790	782	766	0
786	716	654	658	673	790	782	766	767	0
716	654	658	673	790	782	766	767	704	0
654	658	673	790	782	766	767	704	662	0
658	673	790	782	766	767	704	662	642	0
673	790	782	766	767	704	662	642	661	0
790	782	766	767	704	662	642	661	767	0
782	766	767	704	662	642	661	767	774	0
766	767	704	662	642	661	767	774	767	0
767	704	662	642	661	767	774	767	747	0
704	662	642	661	767	774	767	747	747	0
662	642	661	767	774	767	747	747	673	0
642	661	767	774	767	747	747	673	630	0
661	767	774	767	747	747	673	630	619	0
767	774	767	747	747	673	630	619	630	0
774	767	747	747	673	630	619	630	623	0
767	747	747	673	630	619	630	623	630	0
747	747	673	630	619	630	623	630	631	0
747	673	630	619	630	623	630	631	645	0
673	630	619	630	623	630	631	645	674	0
630	619	630	623	630	631	645	674	716	0
619	630	623	630	631	645	674	716	680	0
630	623	630	631	645	674	716	680	666	0
623	630	631	645	674	716	680	666	502	0
630	631	645	674	716	680	666	502	821	0
631	645	674	716	680	666	502	821	665	0
645	674	716	680	666	502	821	665	669	0
674	716	680	666	502	821	665	669	670	1
716	680	666	502	821	665	669	670	669	0
680	666	502	821	665	669	670	669	685	0
666	502	821	665	669	670	669	685	685	0
502	821	665	669	670	669	685	685	681	0
821	665	669	670	669	685	685	681	494	0
665	669	670	669	685	685	681	494	895	0
669	670	669	685	685	681	494	895	673	0
670	669	685	685	681	494	895	673	692	0
669	685	685	681	494	895	673	692	681	1
685	685	681	494	895	673	692	681	689	0
685	681	494	895	673	692	681	689	693	0
681	494	895	673	692	681	689	693	684	0
494	895	673	692	681	689	693	684	697	0
895	673	692	681	689	693	684	697	700	0
673	692	681	689	693	684	697	700	518	0
692	681	689	693	684	697	700	518	836	0
681	689	693	684	697	700	518	836	635	0
689	693	684	697	700	518	836	635	657	0
693	684	697	700	518	836	635	657	662	1
684	697	700	518	836	635	657	662	860	0
697	700	518	836	635	657	662	860	801	0
700	518	836	635	657	662	860	801	806	0
518	836	635	657	662	860	801	806	684	0
836	635	657	662	860	801	806	684	670	0
635	657	662	860	801	806	684	670	821	0
657	662	860	801	806	684	670	821	852	0
662	860	801	806	684	670	821	852	856	0
860	801	806	684	670	821	852	856	755	0
801	806	684	670	821	852	856	755	770	0
806	684	670	821	852	856	755	770	961	0
684	670	821	852	856	755	770	961	923	0
670	821	852	856	755	770	961	923	774	0
821	852	856	755	770	961	923	774	510	0
852	856	755	770	961	923	774	510	1291	0
856	755	770	961	923	774	510	1291	763	0
755	770	961	923	774	510	1291	763	817	0
770	961	923	774	510	1291	763	817	506	1
961	923	774	510	1291	763	817	506	809	0
923	774	510	1291	763	817	506	809	494	0
774	510	1291	763	817	506	809	494	821	0
510	1291	763	817	506	809	494	821	639	1
1291	763	817	506	809	494	821	639	801	0
763	817	506	809	494	821	639	801	810	1
817	506	809	494	821	639	801	810	513	0
506	809	494	821	639	801	810	513	1047	0
809	494	821	639	801	810	513	1047	685	0
494	821	639	801	810	513	1047	685	875	0
821	639	801	810	513	1047	685	875	848	1
639	801	810	513	1047	685	875	848	837	0
801	810	513	1047	685	875	848	837	514	0
810	513	1047	685	875	848	837	514	1260	0
513	1047	685	875	848	837	514	1260	829	0
1047	685	875	848	837	514	1260	829	891	0
685	875	848	837	514	1260	829	891	736	1
875	848	837	514	1260	829	891	736	859	0
848	837	514	1260	829	891	736	859	502	0
837	514	1260	829	891	736	859	502	1246	0
514	1260	829	891	736	859	502	1246	898	0
1260	829	891	736	859	502	1246	898	728	0
829	891	736	859	502	1246	898	728	521	1
891	736	859	502	1246	898	728	521	1020	0
736	859	502	1246	898	728	521	1020	848	0
859	502	1246	898	728	521	1020	848	833	0
502	1246	898	728	521	1020	848	833	821	1
1246	898	728	521	1020	848	833	821	724	0
898	728	521	1020	848	833	821	724	505	0
728	521	1020	848	833	821	724	505	825	0
521	1020	848	833	821	724	505	825	673	0
1020	848	833	821	724	505	825	673	876	0
848	833	821	724	505	825	673	876	813	1
833	821	724	505	825	673	876	813	813	0
821	724	505	825	673	876	813	813	728	0
724	505	825	673	876	813	813	728	724	0
505	825	673	876	813	813	728	724	914	0
825	673	876	813	813	728	724	914	841	0
673	876	813	813	728	724	914	841	852	0
876	813	813	728	724	914	841	852	782	0
813	813	728	724	914	841	852	782	910	0
813	728	724	914	841	852	782	910	860	0
728	724	914	841	852	782	910	860	864	0
724	914	841	852	782	910	860	864	747	0
914	841	852	782	910	860	864	747	724	0
841	852	782	910	860	864	747	724	945	0
852	782	910	860	864	747	724	945	821	0
782	910	860	864	747	724	945	821	888	0
910	860	864	747	724	945	821	888	731	0
860	864	747	724	945	821	888	731	724	0
864	747	724	945	821	888	731	724	926	0
747	724	945	821	888	731	724	926	868	0
724	945	821	888	731	724	926	868	774	0
945	821	888	731	724	926	868	774	521	0
821	888	731	724	926	868	774	521	1172	0
888	731	724	926	868	774	521	1172	859	0
731	724	926	868	774	521	1172	859	845	0
724	926	868	774	521	1172	859	845	805	1
926	868	774	521	1172	859	845	805	907	0
868	774	521	1172	859	845	805	907	860	0
774	521	1172	859	845	805	907	860	864	0
521	1172	859	845	805	907	860	864	863	0
1172	859	845	805	907	860	864	863	779	0
859	845	805	907	860	864	863	779	743	0
845	805	907	860	864	863	779	743	980	0
805	907	860	864	863	779	743	980	853	0
907	860	864	863	779	743	980	853	856	0
860	864	863	779	743	980	853	856	758	0
864	863	779	743	980	853	856	758	720	0
863	779	743	980	853	856	758	720	502	0
779	743	980	853	856	758	720	502	1288	0
743	980	853	856	758	720	502	1288	825	0
980	853	856	758	720	502	1288	825	817	0
853	856	758	720	502	1288	825	817	755	1
856	758	720	502	1288	825	817	755	685	0
758	720	502	1288	825	817	755	685	498	0
720	502	1288	825	817	755	685	498	1152	0
502	1288	825	817	755	685	498	1152	930	0
1288	825	817	755	685	498	1152	930	482	0
825	817	755	685	498	1152	930	482	1128	1
817	755	685	498	1152	930	482	1128	856	0
755	685	498	1152	930	482	1128	856	868	0
685	498	1152	930	482	1128	856	868	841	1
498	1152	930	482	1128	856	868	841	828	0
1152	930	482	1128	856	868	841	828	712	0
930	482	1128	856	868	841	828	712	693	0
482	1128	856	868	841	828	712	693	498	0
1128	856	868	841	828	712	693	498	1160	0
856	868	841	828	712	693	498	1160	828	0
868	841	828	712	693	498	1160	828	810	0
841	828	712	693	498	1160	828	810	801	1
828	712	693	498	1160	828	810	801	701	0
712	693	498	1160	828	810	801	701	525	0
693	498	1160	828	810	801	701	525	883	0
498	1160	828	810	801	701	525	883	856	0
1160	828	810	801	701	525	883	856	841	0
828	810	801	701	525	883	856	841	829	1
810	801	701	525	883	856	841	829	840	0
801	701	525	883	856	841	829	840	759	0
701	525	883	856	841	829	840	759	930	0
525	883	856	841	829	840	759	930	864	0
883	856	841	829	840	759	930	864	867	0
856	841	829	840	759	930	864	867	845	0
841	829	840	759	930	864	867	845	875	0
829	840	759	930	864	867	845	875	860	0
840	759	930	864	867	845	875	860	841	0
759	930	864	867	845	875	860	841	844	0
930	864	867	845	875	860	841	844	786	0
864	867	845	875	860	841	844	786	696	0
867	845	875	860	841	844	786	696	681	0
845	875	860	841	844	786	696	681	724	0
875	860	841	844	786	696	681	724	514	0
860	841	844	786	696	681	724	514	1194	0
841	844	786	696	681	724	514	1194	845	0
844	786	696	681	724	514	1194	845	828	0
786	696	681	724	514	1194	845	828	751	1
696	681	724	514	1194	845	828	751	814	0
681	724	514	1194	845	828	751	814	898	0
724	514	1194	845	828	751	814	898	891	0
514	1194	845	828	751	814	898	891	853	0
1194	845	828	751	814	898	891	853	751	0
845	828	751	814	898	891	853	751	723	0
828	751	814	898	891	853	751	723	938	0
751	814	898	891	853	751	723	938	856	0
814	898	891	853	751	723	938	856	833	0
898	891	853	751	723	938	856	833	825	0
891	853	751	723	938	856	833	825	708	0
853	751	723	938	856	833	825	708	692	0
751	723	938	856	833	825	708	692	701	0
723	938	856	833	825	708	692	701	498	0
938	856	833	825	708	692	701	498	1253	0
856	833	825	708	692	701	498	1253	840	0
833	825	708	692	701	498	1253	840	821	0
825	708	692	701	498	1253	840	821	712	1
708	692	701	498	1253	840	821	712	670	0
692	701	498	1253	840	821	712	670	529	0
701	498	1253	840	821	712	670	529	1105	0
498	1253	840	821	712	670	529	1105	829	0
1253	840	821	712	670	529	1105	829	832	0
840	821	712	670	529	1105	829	832	837	1
821	712	670	529	1105	829	832	837	759	0
712	670	529	1105	829	832	837	759	906	0
670	529	1105	829	832	837	759	906	849	0
529	1105	829	832	837	759	906	849	836	0
1105	829	832	837	759	906	849	836	841	0
829	832	837	759	906	849	836	841	824	0
832	837	759	906	849	836	841	824	845	0
837	759	906	849	836	841	824	845	836	0
759	906	849	836	841	824	845	836	814	0
906	849	836	841	824	845	836	814	809	0
849	836	841	824	845	836	814	809	809	0
836	841	824	845	836	814	809	809	775	0
841	824	845	836	814	809	809	775	677	0
824	845	836	814	809	809	775	677	541	0
845	836	814	809	809	775	677	541	859	0
836	814	809	809	775	677	541	859	720	0
814	809	809	775	677	541	859	720	911	0
809	809	775	677	541	859	720	911	848	1
809	775	677	541	859	720	911	848	841	0
775	677	541	859	720	911	848	841	715	0
677	541	859	720	911	848	841	715	705	0
541	859	720	911	848	841	715	705	957	0
859	720	911	848	841	715	705	957	860	0
720	911	848	841	715	705	957	860	856	0
911	848	841	715	705	957	860	856	798	0
848	841	715	705	957	860	856	798	910	0
841	715	705	957	860	856	798	910	911	0
715	705	957	860	856	798	910	911	828	0
705	957	860	856	798	910	911	828	891	0
957	860	856	798	910	911	828	891	771	0
860	856	798	910	911	828	891	771	727	0
856	798	910	911	828	891	771	727	977	0
798	910	911	828	891	771	727	977	876	0
910	911	828	891	771	727	977	876	871	0
911	828	891	771	727	977	876	871	751	0
828	891	771	727	977	876	871	751	751	0
891	771	727	977	876	871	751	751	953	0
771	727	977	876	871	751	751	953	892	0
727	977	876	871	751	751	953	892	813	0
977	876	871	751	751	953	892	813	856	0
876	871	751	751	953	892	813	856	751	0
871	751	751	953	892	813	856	751	755	0
751	751	953	892	813	856	751	755	891	0
751	953	892	813	856	751	755	891	926	0
953	892	813	856	751	755	891	926	856	0
892	813	856	751	755	891	926	856	871	0
813	856	751	755	891	926	856	871	775	0
856	751	755	891	926	856	871	775	731	0
751	755	891	926	856	871	775	731	848	0
755	891	926	856	871	775	731	848	860	0
891	926	856	871	775	731	848	860	849	0
926	856	871	775	731	848	860	849	821	0
856	871	775	731	848	860	849	821	809	0
871	775	731	848	860	849	821	809	724	0
775	731	848	860	849	821	809	724	677	0
731	848	860	849	821	809	724	677	712	0
848	860	849	821	809	724	677	712	871	0
860	849	821	809	724	677	712	871	864	0
849	821	809	724	677	712	871	864	845	0
821	809	724	677	712	871	864	845	817	0
809	724	677	712	871	864	845	817	747	0
724	677	712	871	864	845	817	747	708	0
677	712	871	864	845	817	747	708	856	0
712	871	864	845	817	747	708	856	903	0
871	864	845	817	747	708	856	903	825	0
864	845	817	747	708	856	903	825	832	0
845	817	747	708	856	903	825	832	759	0
817	747	708	856	903	825	832	759	700	0
747	708	856	903	825	832	759	700	888	0
708	856	903	825	832	759	700	888	867	0
856	903	825	832	759	700	888	867	845	0
903	825	832	759	700	888	867	845	832	0
825	832	759	700	888	867	845	832	728	0
832	759	700	888	867	845	832	728	700	0
759	700	888	867	845	832	728	700	751	0
700	888	867	845	832	728	700	751	915	0
888	867	845	832	728	700	751	915	867	0
867	845	832	728	700	751	915	867	849	0
845	832	728	700	751	915	867	849	758	0
832	728	700	751	915	867	849	758	693	0
728	700	751	915	867	849	758	693	704	0
700	751	915	867	849	758	693	704	907	0
751	915	867	849	758	693	704	907	864	0
915	867	849	758	693	704	907	864	848	0
867	849	758	693	704	907	864	848	848	0
849	758	693	704	907	864	848	848	743	0
758	693	704	907	864	848	848	743	697	0
693	704	907	864	848	848	743	697	716	0
704	907	864	848	848	743	697	716	766	0
907	864	848	848	743	697	716	766	829	0
864	848	848	743	697	716	766	829	848	0
848	848	743	697	716	766	829	848	837	0
848	743	697	716	766	829	848	837	829	0
743	697	716	766	829	848	837	829	724	0
697	716	766	829	848	837	829	724	665	0
716	766	829	848	837	829	724	665	673	0
766	829	848	837	829	724	665	673	704	0
829	848	837	829	724	665	673	704	814	0
848	837	829	724	665	673	704	814	860	0
837	829	724	665	673	704	814	860	828	0
829	724	665	673	704	814	860	828	802	0
724	665	673	704	814	860	828	802	739	0
665	673	704	814	860	828	802	739	755	0
673	704	814	860	828	802	739	755	887	0
704	814	860	828	802	739	755	887	817	0
814	860	828	802	739	755	887	817	849	0
860	828	802	739	755	887	817	849	848	0
828	802	739	755	887	817	849	848	790	0
802	739	755	887	817	849	848	790	891	0
739	755	887	817	849	848	790	891	506	0
755	887	817	849	848	790	891	506	1190	0
887	817	849	848	790	891	506	1190	837	0
817	849	848	790	891	506	1190	837	778	0
849	848	790	891	506	1190	837	778	697	1
848	790	891	506	1190	837	778	697	778	0
790	891	506	1190	837	778	697	778	638	0
891	506	1190	837	778	697	778	638	1066	0
506	1190	837	778	697	778	638	1066	778	0
1190	837	778	697	778	638	1066	778	782	0
837	778	697	778	638	1066	778	782	685	1
778	697	778	638	1066	778	782	685	642	0
697	778	638	1066	778	782	685	642	498	0
778	638	1066	778	782	685	642	498	895	0
638	1066	778	782	685	642	498	895	716	0
1066	778	782	685	642	498	895	716	829	0
778	782	685	642	498	895	716	829	790	1
782	685	642	498	895	716	829	790	801	0
685	642	498	895	716	829	790	801	802	0
642	498	895	716	829	790	801	802	704	0
498	895	716	829	790	801	802	704	716	0
895	716	829	790	801	802	704	716	942	0
716	829	790	801	802	704	716	942	864	0
829	790	801	802	704	716	942	864	883	0
790	801	802	704	716	942	864	883	786	0
801	802	704	716	942	864	883	786	875	0
802	704	716	942	864	883	786	875	942	0
704	716	942	864	883	786	875	942	529	0
716	942	864	883	786	875	942	529	1218	0
942	864	883	786	875	942	529	1218	720	0
864	883	786	875	942	529	1218	720	708	0
883	786	875	942	529	1218	720	708	790	1
786	875	942	529	1218	720	708	790	903	0
875	942	529	1218	720	708	790	903	840	0
942	529	1218	720	708	790	903	840	856	0
529	1218	720	708	790	903	840	856	860	0
1218	720	708	790	903	840	856	860	704	0
720	708	790	903	840	856	860	704	709	0
708	790	903	840	856	860	704	709	727	0
790	903	840	856	860	704	709	727	529	0
903	840	856	860	704	709	727	529	958	0
840	856	860	704	709	727	529	958	844	0
856	860	704	709	727	529	958	844	840	0
860	704	709	727	529	958	844	840	849	1
704	709	727	529	958	844	840	849	860	0
709	727	529	958	844	840	849	860	743	0
727	529	958	844	840	849	860	743	743	0
529	958	844	840	849	860	743	743	973	0
958	844	840	849	860	743	743	973	883	0
844	840	849	860	743	743	973	883	872	0
840	849	860	743	743	973	883	872	809	0
849	860	743	743	973	883	872	809	817	0
860	743	743	973	883	872	809	817	984	0
743	743	973	883	872	809	817	984	907	0
743	973	883	872	809	817	984	907	891	0
973	883	872	809	817	984	907	891	786	0
883	872	809	817	984	907	891	786	751	0
872	809	817	984	907	891	786	751	981	0
809	817	984	907	891	786	751	981	891	0
817	984	907	891	786	751	981	891	875	0
984	907	891	786	751	981	891	875	802	0
907	891	786	751	981	891	875	802	731	0
891	786	751	981	891	875	802	731	763	0
786	751	981	891	875	802	731	763	953	0
751	981	891	875	802	731	763	953	911	0
981	891	875	802	731	763	953	911	879	0
891	875	802	731	763	953	911	879	879	0
875	802	731	763	953	911	879	879	755	0
802	731	763	953	911	879	879	755	747	0
731	763	953	911	879	879	755	747	853	0
763	953	911	879	879	755	747	853	918	0
953	911	879	879	755	747	853	918	914	0
911	879	879	755	747	853	918	914	860	0
879	879	755	747	853	918	914	860	880	0
879	755	747	853	918	914	860	880	762	0
755	747	853	918	914	860	880	762	736	0
747	853	918	914	860	880	762	736	852	0
853	918	914	860	880	762	736	852	895	0
918	914	860	880	762	736	852	895	879	0
914	860	880	762	736	852	895	879	864	0
860	880	762	736	852	895	879	864	852	0
880	762	736	852	895	879	864	852	739	0
762	736	852	895	879	864	852	739	728	0
736	852	895	879	864	852	739	728	864	0
852	895	879	864	852	739	728	864	902	0
895	879	864	852	739	728	864	902	892	0
879	864	852	739	728	864	902	892	521	0
864	852	739	728	864	902	892	521	1229	0
852	739	728	864	902	892	521	1229	759	0
739	728	864	902	892	521	1229	759	716	0
728	864	902	892	521	1229	759	716	736	1
864	902	892	521	1229	759	716	736	778	0
902	892	521	1229	759	716	736	778	875	0
892	521	1229	759	716	736	778	875	852	0
521	1229	759	716	736	778	875	852	849	0
1229	759	716	736	778	875	852	849	840	0
759	716	736	778	875	852	849	840	841	0
716	736	778	875	852	849	840	841	758	0
736	778	875	852	849	840	841	758	701	0
778	875	852	849	840	841	758	701	716	0
875	852	849	840	841	758	701	716	856	0
852	849	840	841	758	701	716	856	844	0
849	840	841	758	701	716	856	844	841	0
840	841	758	701	716	856	844	841	832	0
841	758	701	716	856	844	841	832	821	0
758	701	716	856	844	841	832	821	814	0
701	716	856	844	841	832	821	814	805	0
716	856	844	841	832	821	814	805	817	0
856	844	841	832	821	814	805	817	732	0
844	841	832	821	814	805	817	732	688	0
841	832	821	814	805	817	732	688	697	0
832	821	814	805	817	732	688	697	786	0
821	814	805	817	732	688	697	786	871	0
814	805	817	732	688	697	786	871	841	0
805	817	732	688	697	786	871	841	836	0
817	732	688	697	786	871	841	836	829	0
732	688	697	786	871	841	836	829	810	0
