Correlation for file  I01_ann
-,"i.5","i.4","i.3","i.2","i.1","i.0","i.1.1","i.2.1","i.3.1","i.4.1","i.5.1"
"i.2",0.677262243703987,-0.311487605615739,-0.460828739424363,1,-0.460476797992584,-0.312072877741665,0.678170757482626,-0.210340045043939,-0.342313426150219,0.634811592909585,-0.302676407076665
"i.1",-0.209890765907698,0.678119564388587,-0.311971799448303,-0.460476797992584,1,-0.460852188460746,-0.311694494449582,0.678279546373587,-0.210661401468384,-0.342575170240027,0.635587687718419
"i.0",-0.340553268365716,-0.210653894122599,0.67838785821221,-0.312072877741665,-0.460852188460746,1,-0.460951320400709,-0.312148921755146,0.678629834834726,-0.210515108601811,-0.343234568297599
"i.1.1",0.632793286870209,-0.341245369337085,-0.210752354348002,0.678170757482626,-0.311694494449582,-0.460951320400709,1,-0.460580487516582,-0.31276992952156,0.679384970691385,-0.211080212738389
"i.2.1",-0.301059031618292,0.633696569332806,-0.341704148560676,-0.210340045043939,0.678279546373587,-0.312148921755146,-0.460580487516582,1,-0.460776668141546,-0.31306084079846,0.680178769661355
"i.3.1",-0.178634604479233,-0.302281653073744,0.634093485518193,-0.342313426150219,-0.210661401468384,0.678629834834726,-0.31276992952156,-0.460776668141546,1,-0.460359967082585,-0.314188564977891
"i.4.1",0.498693804451916,-0.178277666271477,-0.302105706747001,0.634811592909585,-0.342575170240027,-0.210515108601811,0.679384970691385,-0.31306084079846,-0.460359967082585,1,-0.460039762006444
"i.5.1",-0.239278336505624,0.498810198474912,-0.179042228913949,-0.302676407076665,0.635587687718419,-0.343234568297599,-0.211080212738389,0.680178769661355,-0.314188564977891,-0.460039762006444,1
Correlation for file  I28_ann
-,"i.5","i.4","i.3","i.2","i.1","i.0","i.1.1","i.2.1","i.3.1","i.4.1","i.5.1"
"i.5",1,0.695736444556307,0.518015244829343,0.519754325343267,0.474089103993589,0.32263053432313,0.262917120774482,0.325458964555735,0.316172837484054,0.249623993406285,0.252838517274257
"i.4",0.695736444556307,1,0.704840669324758,0.523144326743332,0.522507744550148,0.477767434796551,0.326393270671462,0.263909767997933,0.325925070186242,0.318564811115174,0.252458872747885
"i.3",0.518015244829343,0.704840669324758,1,0.703796481316925,0.522583569282138,0.522491321227894,0.477513473942642,0.326389547473859,0.264553971264869,0.326050124204434,0.318450949273278
"i.2",0.519754325343267,0.523144326743332,0.703796481316925,1,0.704699971829716,0.522915364720933,0.522612602139617,0.478698561950324,0.326710894626862,0.264268995750098,0.325672309680564
"i.1",0.474089103993589,0.522507744550148,0.522583569282138,0.704699971829716,1,0.704694678263068,0.52315957607437,0.523597812080352,0.478438017299888,0.326261804025709,0.264028518152337
"i.0",0.32263053432313,0.477767434796551,0.522491321227894,0.522915364720933,0.704694678263068,1,0.704832153387914,0.523519117432362,0.523748294962911,0.478332161631815,0.326215096534125
"i.1.1",0.262917120774482,0.326393270671462,0.477513473942642,0.522612602139617,0.52315957607437,0.704832153387914,1,0.70504366260929,0.523858425649427,0.523684967738496,0.478229813712217
"i.2.1",0.325458964555735,0.263909767997933,0.326389547473859,0.478698561950324,0.523597812080352,0.523519117432362,0.70504366260929,1,0.704769540450003,0.523465560316541,0.523426241005535
"i.3.1",0.316172837484054,0.325925070186242,0.264553971264869,0.326710894626862,0.478438017299888,0.523748294962911,0.523858425649427,0.704769540450003,1,0.70485907025467,0.523689748729437
"i.4.1",0.249623993406285,0.318564811115174,0.326050124204434,0.264268995750098,0.326261804025709,0.478332161631815,0.523684967738496,0.523465560316541,0.70485907025467,1,0.704875218510107
"i.5.1",0.252838517274257,0.252458872747885,0.318450949273278,0.325672309680564,0.264028518152337,0.326215096534125,0.478229813712217,0.523426241005535,0.523689748729437,0.704875218510107,1
Correlation for file  I29_ann
-,"i.5","i.4","i.3","i.2","i.1","i.0","i.1.1","i.2.1","i.3.1","i.4.1","i.5.1"
"i.5",1,-0.0443599442406298,0.586635492687759,0.0994064233498934,0.577725268641071,0.165055137888116,0.490901018414629,0.209579494475545,0.450078308242968,0.229250235927114,0.437939140329831
"i.4",-0.0443599442406298,1,-0.0437992614497699,0.58610127406109,0.0997309479250278,0.577161323133337,0.164519735496195,0.49040286538446,0.210175110101492,0.449248299268216,0.229869643375107
"i.3",0.586635492687759,-0.0437992614497699,1,-0.0427608222216889,0.586066779721584,0.100909931988517,0.577781330670508,0.165203778967597,0.490261591212027,0.211600070801048,0.449091339373065
"i.2",0.0994064233498934,0.58610127406109,-0.0427608222216889,1,-0.0423229999435795,0.584717646829399,0.09984752649466,0.577237807456014,0.166433090664912,0.488523772871456,0.212941233692526
"i.1",0.577725268641071,0.0997309479250278,0.586066779721584,-0.0423229999435795,1,-0.0419200998765549,0.585048889818871,0.100163707168245,0.577194529438882,0.167188843593361,0.488466998789859
"i.0",0.165055137888116,0.577161323133337,0.100909931988517,0.584717646829399,-0.0419200998765549,1,-0.0431309762748675,0.584506288452617,0.101140770335836,0.575896393066209,0.168292072276186
"i.1.1",0.490901018414629,0.164519735496195,0.577781330670508,0.09984752649466,0.585048889818871,-0.0431309762748675,1,-0.0438141463597964,0.585016327170872,0.10013770821932,0.57641386467419
"i.2.1",0.209579494475545,0.49040286538446,0.165203778967597,0.577237807456014,0.100163707168245,0.584506288452617,-0.0438141463597964,1,-0.0433730470864841,0.584477285253005,0.100675675652157
"i.3.1",0.450078308242968,0.210175110101492,0.490261591212027,0.166433090664912,0.577194529438882,0.101140770335836,0.585016327170872,-0.0433730470864841,1,-0.0425965875693621,0.584381099673085
"i.4.1",0.229250235927114,0.449248299268216,0.211600070801048,0.488523772871456,0.167188843593361,0.575896393066209,0.10013770821932,0.584477285253005,-0.0425965875693621,1,-0.041799523826304
"i.5.1",0.437939140329831,0.229869643375107,0.449091339373065,0.212941233692526,0.488466998789859,0.168292072276186,0.57641386467419,0.100675675652157,0.584381099673085,-0.041799523826304,1
Correlation for file  I30_ann
-,"i.5","i.4","i.3","i.2","i.1","i.0","i.1.1","i.2.1","i.3.1","i.4.1","i.5.1"
"i.5",1,-0.186888191150848,0.264631817666975,0.164656471358546,0.351571598010564,0.0546750117888342,0.27547099460465,0.12921865382727,0.294878216529039,0.109506973433539,0.224778447285701
"i.4",-0.186888191150848,1,-0.187246584822315,0.264384296773279,0.164421988468731,0.351358220330072,0.0550514274587208,0.274853012655828,0.12953782070984,0.294542490498279,0.109446902089192
"i.3",0.264631817666975,-0.187246584822315,1,-0.187950456623636,0.264039593965813,0.163923638451028,0.351894429007404,0.0538592568427304,0.275391485008789,0.128723156921061,0.294408389463118
"i.2",0.164656471358546,0.264384296773279,-0.187950456623636,1,-0.188643036400093,0.263487868561201,0.164605453511934,0.350734072555844,0.0544276131205794,0.274532349252757,0.128568809742242
"i.1",0.351571598010564,0.164421988468731,0.264039593965813,-0.188643036400093,1,-0.189351654913365,0.2640794870062,0.163441529876963,0.351313687380544,0.0535068816995767,0.274447499541095
"i.0",0.0546750117888342,0.351358220330072,0.163923638451028,0.263487868561201,-0.189351654913365,1,-0.188797023417177,0.262852667027914,0.164067419395448,0.350556226997478,0.0533029464736922
"i.1.1",0.27547099460465,0.0550514274587208,0.351894429007404,0.164605453511934,0.2640794870062,-0.188797023417177,1,-0.188709023065098,0.262611271633303,0.164901819862298,0.351141265760113
"i.2.1",0.12921865382727,0.274853012655828,0.0538592568427304,0.350734072555844,0.163441529876963,0.262852667027914,-0.188709023065098,1,-0.188049803986163,0.260968269183305,0.163859649322417
"i.3.1",0.294878216529039,0.12953782070984,0.275391485008789,0.0544276131205794,0.351313687380544,0.164067419395448,0.262611271633303,-0.188049803986163,1,-0.187461370679091,0.261248083208813
"i.4.1",0.109506973433539,0.294542490498279,0.128723156921061,0.274532349252757,0.0535068816995767,0.350556226997478,0.164901819862298,0.260968269183305,-0.187461370679091,1,-0.188140925295258
"i.5.1",0.224778447285701,0.109446902089192,0.294408389463118,0.128568809742242,0.274447499541095,0.0533029464736922,0.351141265760113,0.163859649322417,0.261248083208813,-0.188140925295258,1
Correlation for file  I31_ann
-,"i.5","i.4","i.3","i.2","i.1","i.0","i.1.1","i.2.1","i.3.1","i.4.1","i.5.1"
"i.5",1,-0.43304812753216,0.497679285095513,-0.227440336390884,0.425267155665408,-0.13120705945529,0.345704642325476,-0.0489896986409457,0.291817128570299,-0.0328109472393661,0.287304480052274
"i.4",-0.43304812753216,1,-0.432985680194434,0.498846528674159,-0.228037281806294,0.426822129565516,-0.131252125912027,0.34541460690248,-0.0501926234029583,0.295057915583267,-0.0337672208139699
"i.3",0.497679285095513,-0.432985680194434,1,-0.432539219935025,0.498635049649389,-0.227175958940337,0.42678535565678,-0.131400403133925,0.345077188290862,-0.0491625886101356,0.294789592909513
"i.2",-0.227440336390884,0.498846528674159,-0.432539219935025,1,-0.432688189640881,0.498982963645303,-0.226773094614419,0.427199211649447,-0.13144013551018,0.345432281392098,-0.0491393484909872
"i.1",0.425267155665408,-0.228037281806294,0.498635049649389,-0.432688189640881,1,-0.432768226071304,0.498788826391313,-0.226960030930219,0.427319774608529,-0.131905008272656,0.345504973119409
"i.0",-0.13120705945529,0.426822129565516,-0.227175958940337,0.498982963645303,-0.432768226071304,1,-0.431696023794019,0.498721305783098,-0.227308436763833,0.428952080234876,-0.132153966141485
"i.1.1",0.345704642325476,-0.131252125912027,0.42678535565678,-0.226773094614419,0.498788826391313,-0.431696023794019,1,-0.431907721183357,0.498412214147331,-0.226251080872575,0.428707721311263
"i.2.1",-0.0489896986409457,0.34541460690248,-0.131400403133925,0.427199211649447,-0.226960030930219,0.498721305783098,-0.431907721183357,1,-0.432451270262944,0.499458093089842,-0.226680439114812
"i.3.1",0.291817128570299,-0.0501926234029583,0.345077188290862,-0.13144013551018,0.427319774608529,-0.227308436763833,0.498412214147331,-0.432451270262944,1,-0.43222591283508,0.499357627366184
"i.4.1",-0.0328109472393661,0.295057915583267,-0.0491625886101356,0.345432281392098,-0.131905008272656,0.428952080234876,-0.226251080872575,0.499458093089842,-0.43222591283508,1,-0.431876656504956
"i.5.1",0.287304480052274,-0.0337672208139699,0.294789592909513,-0.0491393484909872,0.345504973119409,-0.132153966141485,0.428707721311263,-0.226680439114812,0.499357627366184,-0.431876656504956,1
Correlation for file  I32_ann
-,"i.5","i.4","i.3","i.2","i.1","i.0","i.1.1","i.2.1","i.3.1","i.4.1","i.5.1"
"i.5",1,0.574270590946548,0.512868206072372,0.513278633792021,0.508503234784045,0.392534358425602,0.445431510990582,0.355961806052362,0.305736024943042,0.339536313483501,0.379056821465586
"i.4",0.574270590946548,1,0.57889795777703,0.518150292487071,0.519125103683945,0.512815189457835,0.396785084435573,0.450151036293265,0.359218641483048,0.31180157229425,0.344467158283066
"i.3",0.512868206072372,0.57889795777703,1,0.579005440250724,0.518302071910223,0.5193438735462,0.512899166664163,0.396798010083765,0.450206021541092,0.359240457954333,0.311957453368166
"i.2",0.513278633792021,0.518150292487071,0.579005440250724,1,0.579011011507086,0.518455880644862,0.519349228207809,0.512825754197367,0.396829952409028,0.450018080724764,0.359213408792724
"i.1",0.508503234784045,0.519125103683945,0.518302071910223,0.579011011507086,1,0.579198820604876,0.518452340545923,0.519246246785342,0.512862572065756,0.396491015960535,0.449958334767857
"i.0",0.392534358425602,0.512815189457835,0.5193438735462,0.518455880644862,0.579198820604876,1,0.579253070774494,0.518380010726164,0.51924515304834,0.512833549812883,0.396719044289394
"i.1.1",0.445431510990582,0.396785084435573,0.512899166664163,0.519349228207809,0.518452340545923,0.579253070774494,1,0.579200799858616,0.518401351129678,0.51915261245212,0.512817394605878
"i.2.1",0.355961806052362,0.450151036293265,0.396798010083765,0.512825754197367,0.519246246785342,0.518380010726164,0.579200799858616,1,0.579200492907395,0.518266933297583,0.519045290402678
"i.3.1",0.305736024943042,0.359218641483048,0.450206021541092,0.396829952409028,0.512862572065756,0.51924515304834,0.518401351129678,0.579200492907395,1,0.579314656403014,0.518309103633512
"i.4.1",0.339536313483501,0.31180157229425,0.359240457954333,0.450018080724764,0.396491015960535,0.512833549812883,0.51915261245212,0.518266933297583,0.579314656403014,1,0.579050270007125
"i.5.1",0.379056821465586,0.344467158283066,0.311957453368166,0.359213408792724,0.449958334767857,0.396719044289394,0.512817394605878,0.519045290402678,0.518309103633512,0.579050270007125,1
Correlation for file  I33_ann
-,"i.5","i.4","i.3","i.2","i.1","i.0","i.1.1","i.2.1","i.3.1","i.4.1","i.5.1"
"i.5",1,-0.417315518311426,0.235614365013183,0.16392474987545,0.101422955744221,-0.176082225771347,0.385683132948823,-0.17805902743749,0.101560792225468,0.104069192611416,0.0656399223268729
"i.4",-0.417315518311426,1,-0.417136191330927,0.234990486963991,0.16445033480336,0.100759640830673,-0.175390912292274,0.384896674184247,-0.177437686691142,0.101663906361782,0.103429497924873
"i.3",0.235614365013183,-0.417136191330927,1,-0.417181884433415,0.235022217003765,0.16445600618486,0.101063680398223,-0.175281680714864,0.385107240282175,-0.177276672261789,0.101592542122289
"i.2",0.16392474987545,0.234990486963991,-0.417181884433415,1,-0.41768689722536,0.235724957920199,0.16354915683355,0.101877678919636,-0.175880757432562,0.38485530284854,-0.176357578506531
"i.1",0.101422955744221,0.16445033480336,0.235022217003765,-0.41768689722536,1,-0.418303710611329,0.236603111878852,0.162455596602366,0.102784786135609,-0.175528444426901,0.383559174509478
"i.0",-0.176082225771347,0.100759640830673,0.16445600618486,0.235724957920199,-0.418303710611329,1,-0.419301911385865,0.236982313332361,0.161200024417156,0.102290854509144,-0.174741753244202
"i.1.1",0.385683132948823,-0.175390912292274,0.101063680398223,0.16354915683355,0.236603111878852,-0.419301911385865,1,-0.420397360282284,0.237502621991914,0.161161400781527,0.101108125121606
"i.2.1",-0.17805902743749,0.384896674184247,-0.175281680714864,0.101877678919636,0.162455596602366,0.236982313332361,-0.420397360282284,1,-0.421408311379231,0.236943221190323,0.161717629869965
"i.3.1",0.101560792225468,-0.177437686691142,0.385107240282175,-0.175880757432562,0.102784786135609,0.161200024417156,0.237502621991914,-0.421408311379231,1,-0.421302815685619,0.235777782290749
"i.4.1",0.104069192611416,0.101663906361782,-0.177276672261789,0.38485530284854,-0.175528444426901,0.102290854509144,0.161161400781527,0.236943221190323,-0.421302815685619,1,-0.421529347767352
"i.5.1",0.0656399223268729,0.103429497924873,0.101592542122289,-0.176357578506531,0.383559174509478,-0.174741753244202,0.101108125121606,0.161717629869965,0.235777782290749,-0.421529347767352,1
Correlation for file  I34_ann
-,"i.5","i.4","i.3","i.2","i.1","i.0","i.1.1","i.2.1","i.3.1","i.4.1","i.5.1"
"i.5",1,-0.41719608941085,0.0324540689169824,0.457409463619696,-0.125520895466793,-0.0824860276680506,0.41690249891684,-0.116382393750428,-0.0509793062456287,0.329201478019417,-0.0591555283907272
"i.4",-0.41719608941085,1,-0.417532147610501,0.0329920537076957,0.45829898472882,-0.125211028816177,-0.0820407424656639,0.41783526995186,-0.116020176940239,-0.0506929085154946,0.329936642408034
"i.3",0.0324540689169824,-0.417532147610501,1,-0.417390880629157,0.0334111064068778,0.458146597596108,-0.125093791701887,-0.0816154844812288,0.417696763972749,-0.115906359319621,-0.050377442650064
"i.2",0.457409463619696,0.0329920537076957,-0.417390880629157,1,-0.416662876967531,0.0332626152908623,0.458189064958323,-0.124680201777832,-0.081757026709363,0.417745587207962,-0.11559307862148
"i.1",-0.125520895466793,0.45829898472882,0.0334111064068778,-0.416662876967531,1,-0.416673905686167,0.0336803145124979,0.458858688672104,-0.124868422788145,-0.0813034259745818,0.418274269075512
"i.0",-0.0824860276680506,-0.125211028816177,0.458146597596108,0.0332626152908623,-0.416673905686167,1,-0.416838146798871,0.0333900303617638,0.458829655477519,-0.124992223123753,-0.0814794625488686
"i.1.1",0.41690249891684,-0.0820407424656639,-0.125093791701887,0.458189064958323,0.0336803145124979,-0.416838146798871,1,-0.416228587336554,0.0332242158961737,0.458878095922435,-0.124651436128757
"i.2.1",-0.116382393750428,0.41783526995186,-0.0816154844812288,-0.124680201777832,0.458858688672104,0.0333900303617638,-0.416228587336554,1,-0.416266763008592,0.0335344957867083,0.45931409986365
"i.3.1",-0.0509793062456287,-0.116020176940239,0.417696763972749,-0.081757026709363,-0.124868422788145,0.458829655477519,0.0332242158961737,-0.416266763008592,1,-0.416382544509094,0.0333452102847717
"i.4.1",0.329201478019417,-0.0506929085154946,-0.115906359319621,0.417745587207962,-0.0813034259745818,-0.124992223123753,0.458878095922435,0.0335344957867083,-0.416382544509094,1,-0.41597113621131
"i.5.1",-0.0591555283907272,0.329936642408034,-0.050377442650064,-0.11559307862148,0.418274269075512,-0.0814794625488686,-0.124651436128757,0.45931409986365,0.0333452102847717,-0.41597113621131,1
Correlation for file  I35_ann
-,"i.5","i.4","i.3","i.2","i.1","i.0","i.1.1","i.2.1","i.3.1","i.4.1","i.5.1"
"i.5",1,0.195197294846608,0.742526923901153,0.401132027331547,0.56951090240596,0.486950557520314,0.485055560324452,0.515339547444575,0.473564899228268,0.50232824551112,0.501321666441285
"i.4",0.195197294846608,1,0.19593540286404,0.741711661324077,0.401989926971696,0.568457802375314,0.486955971491377,0.484811129105078,0.515289640844836,0.473156204651631,0.501695854548457
"i.3",0.742526923901153,0.19593540286404,1,0.197046401895523,0.74169894490277,0.402874915224326,0.568643998482827,0.487221836875067,0.485021101045534,0.515635427064329,0.473628750938983
"i.2",0.401132027331547,0.741711661324077,0.197046401895523,1,0.197952456951462,0.741032855752558,0.402965724033909,0.568817018299304,0.4873910707125,0.484761294186791,0.515069935634215
"i.1",0.56951090240596,0.401989926971696,0.74169894490277,0.197952456951462,1,0.198461021220075,0.741190800717176,0.403156118674276,0.568987154996521,0.487656258262834,0.485150574142587
"i.0",0.486950557520314,0.568457802375314,0.402874915224326,0.741032855752558,0.198461021220075,1,0.198070730911145,0.741259264036145,0.402923742004856,0.568706054422068,0.487025629450953
"i.1.1",0.485055560324452,0.486955971491377,0.568643998482827,0.402965724033909,0.741190800717176,0.198070730911145,1,0.197872777644427,0.741207777588052,0.402762278933204,0.568610308015158
"i.2.1",0.515339547444575,0.484811129105078,0.487221836875067,0.568817018299304,0.403156118674276,0.741259264036145,0.197872777644427,1,0.197640328078922,0.741102533096649,0.402455518244812
"i.3.1",0.473564899228268,0.515289640844836,0.485021101045534,0.4873910707125,0.568987154996521,0.402923742004856,0.741207777588052,0.197640328078922,1,0.197366909353094,0.741055625362685
"i.4.1",0.50232824551112,0.473156204651631,0.515635427064329,0.484761294186791,0.487656258262834,0.568706054422068,0.402762278933204,0.741102533096649,0.197366909353094,1,0.196844909131809
"i.5.1",0.501321666441285,0.501695854548457,0.473628750938983,0.515069935634215,0.485150574142587,0.487025629450953,0.568610308015158,0.402455518244812,0.741055625362685,0.196844909131809,1
Correlation for file  I36_ann
-,"i.5","i.4","i.3","i.2","i.1","i.0","i.1.1","i.2.1","i.3.1","i.4.1","i.5.1"
"i.5",1,0.54114675827046,0.804423631306636,0.657705563642654,0.724309819234353,0.656867195942326,0.696915242245252,0.66559641929603,0.659775070255509,0.690420996728162,0.658379394656565
"i.4",0.54114675827046,1,0.541273039748192,0.804213018174245,0.657994704388033,0.724300117808228,0.657035740547973,0.697133765977737,0.665862029013288,0.660126511103083,0.690709304898487
"i.3",0.804423631306636,0.541273039748192,1,0.541325715973657,0.804242506777869,0.658061729477438,0.724363707696989,0.657128140081996,0.697205753100263,0.665945082137779,0.660210954379287
"i.2",0.657705563642654,0.804213018174245,0.541325715973657,1,0.541395139182578,0.804259639549333,0.658099252825279,0.724377089580112,0.657155906497363,0.697203897720619,0.665959713779279
"i.1",0.724309819234353,0.657994704388033,0.804242506777869,0.541395139182578,1,0.541547868633148,0.804347331925976,0.658306808333242,0.724546062643794,0.657400445500456,0.697408075401591
"i.0",0.656867195942326,0.724300117808228,0.658061729477438,0.804259639549333,0.541547868633148,1,0.54167222835751,0.804394482072706,0.658406623932055,0.72461613178781,0.657501384150726
"i.1.1",0.696915242245252,0.657035740547973,0.724363707696989,0.658099252825279,0.804347331925976,0.54167222835751,1,0.541885692272478,0.804479419626439,0.658580913695829,0.72474548265928
"i.2.1",0.66559641929603,0.697133765977737,0.657128140081996,0.724377089580112,0.658306808333242,0.804394482072706,0.541885692272478,1,0.542154217662329,0.804607291902155,0.658799379338178
"i.3.1",0.659775070255509,0.665862029013288,0.697205753100263,0.657155906497363,0.724546062643794,0.658406623932055,0.804479419626439,0.542154217662329,1,0.542470037735471,0.80473260764194
"i.4.1",0.690420996728162,0.660126511103083,0.665945082137779,0.697203897720619,0.657400445500456,0.72461613178781,0.658580913695829,0.804607291902155,0.542470037735471,1,0.542820760645731
"i.5.1",0.658379394656565,0.690709304898487,0.660210954379287,0.665959713779279,0.697408075401591,0.657501384150726,0.72474548265928,0.658799379338178,0.80473260764194,0.542820760645731,1
Correlation for file  I37_ann
-,"i.5","i.4","i.3","i.2","i.1","i.0","i.1.1","i.2.1","i.3.1","i.4.1","i.5.1"
"i.5",1,-0.579423747555033,0.442272312439156,-0.254357139847217,0.220595834876494,0.0470193436393159,-0.0266697207842091,0.0938533190072068,-0.0459061954769694,0.120591522493149,-0.0453219300885227
"i.4",-0.579423747555033,1,-0.579514312037739,0.442222349925302,-0.254427581896186,0.220314023671297,0.0473457872540275,-0.0264772187499392,0.0938154392433303,-0.0457567107020322,0.120287813991608
"i.3",0.442272312439156,-0.579514312037739,1,-0.579116646986677,0.441571110834447,-0.254292698888228,0.220103295481876,0.0473964906849825,-0.026534177921708,0.0938218902488107,-0.045752968856223
"i.2",-0.254357139847217,0.442222349925302,-0.579116646986677,1,-0.579727008902822,0.442133252261888,-0.25526384904371,0.220685222206475,0.0466307365667,-0.0264372649492914,0.0938347448303806
"i.1",0.220595834876494,-0.254427581896186,0.441571110834447,-0.579727008902822,1,-0.580429073416613,0.443462408238205,-0.255988475247086,0.221491316284207,0.0465174427022353,-0.0266355862154308
"i.0",0.0470193436393159,0.220314023671297,-0.254292698888228,0.442133252261888,-0.580429073416613,1,-0.580653437638946,0.444007291630027,-0.256450131836319,0.221665952153064,0.0462254901458495
"i.1.1",-0.0266697207842091,0.0473457872540275,0.220103295481876,-0.25526384904371,0.443462408238205,-0.580653437638946,1,-0.581265932334534,0.444501661790134,-0.256620073129931,0.221961466019543
"i.2.1",0.0938533190072068,-0.0264772187499392,0.0473964906849825,0.220685222206475,-0.255988475247086,0.444007291630027,-0.581265932334534,1,-0.581507774955559,0.444414709652969,-0.2564535825972
"i.3.1",-0.0459061954769694,0.0938154392433303,-0.026534177921708,0.0466307365667,0.221491316284207,-0.256450131836319,0.444501661790134,-0.581507774955559,1,-0.581449788140533,0.444374193035131
"i.4.1",0.120591522493149,-0.0457567107020322,0.0938218902488107,-0.0264372649492914,0.0465174427022353,0.221665952153064,-0.256620073129931,0.444414709652969,-0.581449788140533,1,-0.581415613456299
"i.5.1",-0.0453219300885227,0.120287813991608,-0.045752968856223,0.0938347448303806,-0.0266355862154308,0.0462254901458495,0.221961466019543,-0.2564535825972,0.444374193035131,-0.581415613456299,1
Correlation for file  I38_ann
-,"i.5","i.4","i.3","i.2","i.1","i.0","i.1.1","i.2.1","i.3.1","i.4.1","i.5.1"
"i.5",1,-0.451867771879243,-0.0499035368794386,0.250382489471319,-0.0233900978553404,-0.0952002520354746,0.246341999353708,-0.0835469362070513,0.0247947080402021,0.122847246981767,-0.0272309498802124
"i.4",-0.451867771879243,1,-0.454350651110341,-0.0490270028884308,0.249470561547127,-0.0235665901244348,-0.0977658100688776,0.247389780258451,-0.0845981818950238,0.0245034142409031,0.123297274944786
"i.3",-0.0499035368794386,-0.454350651110341,1,-0.453886040887703,-0.0493989057341193,0.249520962919206,-0.024278789607148,-0.0972490438548315,0.24736635214097,-0.0854257488129989,0.0227925253366703
"i.2",0.250382489471319,-0.0490270028884308,-0.453886040887703,1,-0.453676692608773,-0.0493834895398407,0.250431472532816,-0.0245238744788914,-0.0970345067221029,0.247575304297969,-0.0852299602206637
"i.1",-0.0233900978553404,0.249470561547127,-0.0493989057341193,-0.453676692608773,1,-0.453780140462752,-0.0502551748512929,0.250841917182843,-0.0247632787946888,-0.0973945826788899,0.246959232043089
"i.0",-0.0952002520354746,-0.0235665901244348,0.249520962919206,-0.0493834895398407,-0.453780140462752,1,-0.454128004997511,-0.0502210934355767,0.250876709889459,-0.0248494032350737,-0.0974970063442978
"i.1.1",0.246341999353708,-0.0977658100688776,-0.024278789607148,0.250431472532816,-0.0502551748512929,-0.454128004997511,1,-0.453909412957338,-0.0506914688002362,0.250429876498133,-0.0255520675186197
"i.2.1",-0.0835469362070513,0.247389780258451,-0.0972490438548315,-0.0245238744788914,0.250841917182843,-0.0502210934355767,-0.453909412957338,1,-0.453722317848507,-0.0506169590305685,0.250069504868507
"i.3.1",0.0247947080402021,-0.0845981818950238,0.24736635214097,-0.0970345067221029,-0.0247632787946888,0.250876709889459,-0.0506914688002362,-0.453722317848507,1,-0.454040052649384,-0.0511708290218263
"i.4.1",0.122847246981767,0.0245034142409031,-0.0854257488129989,0.247575304297969,-0.0973945826788899,-0.0248494032350737,0.250429876498133,-0.0506169590305685,-0.454040052649384,1,-0.452800447905003
"i.5.1",-0.0272309498802124,0.123297274944786,0.0227925253366703,-0.0852299602206637,0.246959232043089,-0.0974970063442978,-0.0255520675186197,0.250069504868507,-0.0511708290218263,-0.452800447905003,1
Correlation for file  I39_ann
-,"i.5","i.4","i.3","i.2","i.1","i.0","i.1.1","i.2.1","i.3.1","i.4.1","i.5.1"
"i.5",1,-0.0922062142584895,0.408337466924578,0.143810026127324,0.553444005021754,0.091012742989295,0.481932320511702,0.0916519079660043,0.535684936058983,0.121238775446307,0.410955602078505
"i.4",-0.0922062142584895,1,-0.0922961722982243,0.408316835681626,0.143860243636799,0.55348955825407,0.0910493472838387,0.48197042752923,0.0916910252802502,0.53572839524042,0.121266656918987
"i.3",0.408337466924578,-0.0922961722982243,1,-0.0923602001020368,0.408337152430563,0.143889349648011,0.553502823845586,0.0910670738247644,0.481983652702371,0.0917156115978766,0.535744620336872
"i.2",0.143810026127324,0.408316835681626,-0.0923602001020368,1,-0.0923127208288066,0.408368517990444,0.143916682830809,0.553520600874346,0.0910978102906798,0.482009988970299,0.091737732155384
"i.1",0.553444005021754,0.143860243636799,0.408337152430563,-0.0923127208288066,1,-0.0921847207934898,0.408424423707297,0.144011535846957,0.553564191532983,0.0911919563723183,0.482047769325997
"i.0",0.091012742989295,0.55348955825407,0.143889349648011,0.408368517990444,-0.0921847207934898,1,-0.0920709950394902,0.408496297779422,0.144103291166478,0.553614104082302,0.0912680246152896
"i.1.1",0.481932320511702,0.0910493472838387,0.553502823845586,0.143916682830809,0.408424423707297,-0.0920709950394902,1,-0.0919646856793536,0.408546594006229,0.14418187494662,0.553642762567527
"i.2.1",0.0916519079660043,0.48197042752923,0.0910670738247644,0.553520600874346,0.144011535846957,0.408496297779422,-0.0919646856793536,1,-0.0918549589382964,0.408609922671048,0.144248274959044
"i.3.1",0.535684936058983,0.0916910252802502,0.481983652702371,0.0910978102906798,0.553564191532983,0.144103291166478,0.408546594006229,-0.0918549589382964,1,-0.0917517750044625,0.408649540860421
"i.4.1",0.121238775446307,0.53572839524042,0.0917156115978766,0.482009988970299,0.0911919563723183,0.553614104082302,0.14418187494662,0.408609922671048,-0.0917517750044625,1,-0.0916705696546716
"i.5.1",0.410955602078505,0.121266656918987,0.535744620336872,0.091737732155384,0.482047769325997,0.0912680246152896,0.553642762567527,0.144248274959044,0.408649540860421,-0.0916705696546716,1
Correlation for file  I40_ann
-,"i.5","i.4","i.3","i.2","i.1","i.0","i.1.1","i.2.1","i.3.1","i.4.1","i.5.1"
